Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,_src,relevance_score
0,"Ammar Najmi Adra, Zulfahmi Syahputra, Hafni",Perancangan Sistem POS Berbasis Web dengan Role-Based Access Control pada Bisnis Parfum Decant,2026,Jurnal Komputer Teknologi Informasi Sistem Komputer (JUKTISI),LKP Karya Prima,https://doi.org/10.62712/juktisi.v4i3.853,,14,2026-05-27 21:14:56,journal-article,10.62712/juktisi.v4i3.853,2963-7104,,4,3,2326,2335,0,0.00,0,3,1,"Bisnis parfum decant memiliki karakteristik operasional yang unik karena satu botol parfum utama dijual kembali dalam berbagai ukuran volume kecil, sehingga pengelolaan stok menjadi rentan terhadap kesalahan jika dilakukan secara manual. Permasalahan ini semakin kompleks ketika stok harus dihitung dan dipotong berdasarkan volume mililiter yang berbeda-beda pada setiap transaksi, sementara sistem pencatatan manual kurang mampu menangani komputasi tersebut secara akurat. Penelitian ini bertujuan untuk merancang dan membangun sistem informasi Point of Sale (POS) berbasis web yang mampu menangani pengelolaan stok berbasis volume (mililiter) serta meningkatkan keamanan data transaksi melalui pembatasan hak akses pengguna. Sistem dikembangkan menggunakan Framework Laravel dengan penerapan Role-Based Access Control (RBAC) untuk membedakan hak akses antara Admin dan Kasir secara tepat. Metodologi pengembangan perangkat lunak yang digunakan adalah System Development Life Cycle (SDLC) model Waterfall, sedangkan pengujian fungsionalitas dilakukan menggunakan metode Black Box Testing untuk memastikan seluruh fitur berfungsi sesuai kebutuhan. Hasil penelitian menunjukkan bahwa sistem dapat melakukan pengurangan stok otomatis secara presisi berdasarkan volume mililiter yang terjual, serta membatasi akses fitur sensitif sesuai peran pengguna. Implementasi sistem ini diharapkan dapat meningkatkan akurasi pencatatan inventaris, efisiensi operasional, dan keamanan data pada operasional toko parfum decant.",https://ejurnal.lkpkaryaprima.id/index.php/juktisi/article/download/853/586,,q4_crossref_rbac_webapp_core.csv,2
0,Wail Zita,Secure QR Code Login System with Role-Based Access for Web Applications,2025,,Institute of Electrical and Electronics Engineers (IEEE),https://doi.org/10.36227/techrxiv.175616741.16408346/v1,,4,2026-05-27 21:14:56,posted-content,10.36227/techrxiv.175616741.16408346/v1,,,,,,,0,0.00,0,1,1,"Password logins can still be compromised through phishing and replay attacks. This paper introduces a secure QR-code authentication method that works with role-based access control for web apps. It's built using Python Flask. The QR code contains an AES-GCM encrypted JSON Web Token. {sid, uid, role, nonce, iat, exp} with ≤30 s validity. Security hardening includes single-use nonces with server-side replay caches, strict issuer/audience/alg checks, device/IP binding at session issuance, and deny-by-default RBAC with endpoint-level policy checks. We evaluate the system via 10,000 simulated login attempts under heterogeneous network latency and adversarial traffic (phishing pages, token replay, and brute-force probes). Compared to a baseline username/password + TOTP flow, the proposed design reduces mean login time from 4.82 s to 2.35 s (−51.2%), lowers p95 latency from 7.05 s to 3.80 s, and increases authentication throughput by 74.6%. In security tests, phishing success drops from 12% to 0%, replay acceptance from 0.8% to 0%, and unauthorized role escalation from 3 cases to 0. The cryptographic and policy checks add modest overhead (average CPU 16.7%→18.3%). These results indicate that QR-based authentication, when combined with robust RBAC and shortlived, nonce-bound tokens, can simultaneously improve usability and security for modern web applications.",https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.175616741.16408346/v1,,q4_crossref_rbac_webapp_core.csv,2
0,"Filiz Şenyüzlüler, Adil Baykasoglu",Development of web based data-driven recommendation system for house rental via hierarchical fuzzy axiomatic design,2024,Kybernetes,Emerald,https://doi.org/10.1108/k-08-2024-2211,,48,2026-05-27 21:00:15,journal-article,10.1108/k-08-2024-2211,0368-492X,,55,2,1156,1182,0,0.00,0,2,2,"Purpose: In the real estate business, identifying the ideal property for a user poses a difficult task due to the many factors involved in the decision-making process. Moreover, users often struggle to find platforms that facilitate effective communication of their preferences. To tackle this issue, a web-based data-driven recommendation system has been devised for the real estate business. Design/methodology/approach: The process of identifying the most suitable rental property for a user hinges greatly on how the user prioritizes each criterion and the analysis of unstructured data. In this research, a novel recommendation system for house rentals is developed by utilizing the Weighted Hierarchical Fuzzy Axiomatic Design (WFAD) approach. Techniques for extracting pertinent information from unstructured house descriptions are employed. The user’s preferences are captured through an interactive web application equipped with a map feature to highlight key locations. Findings: Data on various available rental properties are gathered using web scraping techniques. The efficacy of the proposed rental house recommendation system is demonstrated through multiple case studies. It is observed that the developed system provides more informed and reliable decisions. Originality/value: First time in the related literature, we applied the weighted fuzzy axiomatic design procedure (WFAD) to the product recommendation problem and developed a comprehensive web-based system for recommending rental houses based on it in the real estate business.",https://www.emerald.com/k/article-pdf/55/2/1156/11202173/k-08-2024-2211en.pdf,,q2_crossref_house_only_fulltext.csv,2
0,"Nabil Nabil, Sutan Mohammad Arif, Zikriah Zikriah",Video Conference Rental Business Application Design At Pt. Alfa Copies Android-Based Virtual Technology,2024,Journal of Renewable Engineering,PT. Anagata Sembagi Education,https://doi.org/10.62872/tpe2jq45,,614,2026-05-27 21:10:36,journal-article,10.62872/tpe2jq45,3046-7624,,1,3,1,10,0,0.00,0,3,2,"The purpose of this research is to determine the process of managing device rental data, tenant profiles, tenant transactions, device rental dates, payments, tenant data reports, product and price reports, sales transaction reports, bill payment reports at PT. Alfa Cipta Virtual Technology. The method used to process this activity is a qualitative method (System Life Cycle (SDLC)), namely to design, build, maintain and develop a system. After the author designs, builds and develops a device rental system, finally the author can draw the conclusion that management The device rental business becomes more dynamic and simpler so that it can improve sales and admin sales performance. Making sales transaction reports and tenant data reports is much faster because management can be accessed via an application on a smartphone.",https://nawalaeducation.com/index.php/JORE/article/download/455/527,,q3_crossref_house_txn_fulltext.csv,2
0,Agus Heri Yunial,Waterfall Method In Designing A Web-Based Waste Payment Information System (Case Study: Calincing Bukit Valley Housing Rt04/Rw008),2024,Jurnal Inotera,Politeknik Aceh Selatan,https://doi.org/10.31572/inotera.vol9.iss1.2024.id336,,706,2026-05-27 21:10:36,journal-article,10.31572/inotera.vol9.iss1.2024.id336,2581-1274,,9,1,226,232,0,0.00,0,1,2,"Valley Bukit Calincing Housing Exchange RT. 04 RW. 08 Bogor City is a housing complex that requires every resident to pay monthly waste fees. Payment of waste fees is payment of waste fees made by the treasurer who visits residents' homes to collect by giving a payment card to each resident and recording it again in the ledger. For reports, we still use Microsoft Excel. Because payment recording still uses Microsoft Excel, files on the laptop or PC can be lost or even accidentally deleted. Meanwhile, if it is recorded in a book, the book could be damaged/lost. The method that will be applied for this research is using Waterfall which has sequential stages starting from analysis, design, coding, testing and supporting stages, but in this research it only reaches the testing stage. Meanwhile, for the system development method using the OOAD method, a web-based application was created which is the right choice to simplify the treasurer's work in managing and managing waste fee payments. With this system, it can make it easier for residents to pay waste fees on time and reduce residents who like to pay past due dates because they are always reminded via email notifications sent by the treasurer so that the treasurer does not need to come to residents' homes to collect the waste fees. And with this waste fee payment information system, it makes it easier to manage the treasurer's waste fee payment reports.    ",https://inotera.poltas.ac.id/index.php/inotera/article/download/336/258,,q3_crossref_house_txn_fulltext.csv,2
6,"Ezichi Mpamugo, Godwin Ansa",Enhancing Network Security in Mobile Applications with Role-Based Access Control,2024,Journal of Information Systems and Informatics,Asosiasi Doktor Sistem Informasi Indonesia,https://doi.org/10.51519/journalisi.v6i3.863,,134,2026-05-27 21:14:56,journal-article,10.51519/journalisi.v6i3.863,2656-4882,,6,3,1872,1899,6,3.00,3,2,2,"In today's dynamic networking environment, securing access to resources has become increasingly challenging due to the growth and progress of connected devices. This study explores the integration of Role-Based Access Control (RBAC) and OAuth 2.0 protocols to enhance network access management and security enforcement in an Android mobile application. The study adopts a waterfall methodology to implement access control mechanisms that govern authentication and authorization. OAuth 2.0, a widely adopted open-standard authorization framework, was implemented to secure user authentication by allowing third-party access without exposing user credentials. Meanwhile, RBAC was leveraged to streamline access permissions based on predefined user roles, ensuring that access privileges are granted according to hierarchical role structures. The main outcomes of this study show significance towards the improvements in security enforcement and user access management. Specifically, the implementation of multi-factor authentication, session timeout mechanisms, and user role-based authorization ensured robust protection of sensitive data while maintaining system usability. RBAC proved effective in controlling access to various system resources, such as database operations which was presented in scenario of physical access to doors, while OAuth 2.0 provided a secure communication channel for authentication events. These protocols, working in tandem, addressed key issues like unauthorized access, data integrity, and scalability in network security policy enforcement. This research deduces that combining RBAC and OAuth 2.0 protocols in mobile applications enhances security posture, simplifies access management, and mitigates evolving threats.",https://journal-isi.org/index.php/isi/article/download/863/421,,q4_crossref_rbac_webapp_core.csv,2
3,"Kenechi Peter Ifeanacho, Idu Robert Egbenta",Application of income capitalization approach for emerging rental income cash flow in Enugu metropolis property market,2023,Property Management,Emerald,https://doi.org/10.1108/pm-05-2022-0037,,485,2026-05-27 21:00:15,journal-article,10.1108/pm-05-2022-0037,0263-7472,,41,3,454,471,3,1.00,2,2,3,Purpose: The purpose of this research is to ascertain the extent to which the income capitalization approach reflects the pattern of emerging rental income in Enugu property market. Design/methodology/approach: The survey research design was used in this study. Data from the field was gathered through a data collection pro forma administered to 40 valuers in Enugu metropolis in the manner of conducting interviews. This study used key valuation details of 54 sampled income generating properties valued by the respondent valuers between 2015 and 2022 using the income capitalization approach. The same sampled properties were then revalued by the researchers using annuity due assumption/formulas of the income capitalization approach. Descriptive and inferential statistics were used to analyze the data. Findings: The study revealed that the income capitalization approach used by most valuers in Enugu does not reflect the property rental income pattern prevailing in Enugu property market where rents are paid in advance. The study further shows that the application of the income capitalization approach for valuation of annually in-advance property rental income cash flow results in a higher capital value of 3.49% in Enugu property market. Research limitations/implications: The limitations to this study are that past valuation done by valuers were used in the analysis instead of actual property sales and a relatively small number of sampled valuers and properties are used in the study The implication of the study is that ordinary annuity assumptions or formulas is inaccurate and not suitable for valuation of income generating property in an emerging market like Nigerian where timing of cash flow is annually in advance. Based on the result of this study it seems that ordinary annuity approach negate the principle of estimating value using income capitalization method by converting future cash flow from income generating property into an estimate of property value. Practical implications: The study advocates the adoption of the use of annuity due formulas in the valuation of income generating properties in Nigeria as its practice standard to avoid undervaluation as this assumption is logical and provides more accurate value due to prevailing lease structure and rent payments patterns in the country. The implication of the study is that the use of ordinary annuity assumptions or formulas is inaccurate and not suitable for the valuation of income generating property in an emerging market like Nigerian where timing of cash flow is annually in advance. Originality/value: This is one of the very few empirical studies carried out in Nigeria to ascertain the extent to which the income capitalization approach used by valuers reflects the rental income pattern that prevails in the Nigeria property market.,https://www.emerald.com/insight/content/doi/10.1108/PM-05-2022-0037/full/html,,q2_crossref_house_only_fulltext.csv,2
0,"Xinyu Dong, Yining He, Suwei Wang, Xinyi Zhang",Blockchain Rental Platform for College Students Driven by Reward and Punishment Mechanism,2022,BCP Business &amp; Management,Boya Century Publishing,https://doi.org/10.54691/bcpbm.v21i.1181,,252,2026-05-27 21:00:15,journal-article,10.54691/bcpbm.v21i.1181,2692-6156,,21,,82,93,0,0.00,0,4,4,"For those who are employed nowadays, the living environment largely affects the quality of work. In order to access employment opportunities in first-tier cities, renting an apartment has become a hot social issue for the new generation of youth, and therefore the development of the rental market has gradually become an important part of the economic development. In order to ensure the stable growth of China's market economy and a favorable employment environment for the new generation of Chinese talents, it is necessary to help the new youth group with insufficient social experience to avoid falling into the trap of rental agents and to match with suitable housing, this paper proposes a solution based on a blockchain rental platform driven by reward and punishment mechanisms for college students, focusing on the innovation of specific reward and punishment mechanisms, through the design of coin issuance mechanism, workload determination By designing key components such as coin issuance mechanism, workload determination mechanism, and reputation mechanism, combined with the design of personalized platform functional blocks for college students, the functional operation of this platform is envisioned based on smart contracts, which fills the gap of blockchain renting for college students as well as the refinement of reward mechanism of blockchain renting platform. This design can be applied to build a practical scenario of a blockchain rental platform serving college students and promote the process of upgrading and transforming the traditional rental industry using blockchain technology.",http://bcpublication.org/index.php/BM/article/download/1181/1183,,q2_crossref_house_only_fulltext.csv,2
9,"Rubina Ghazal, Ahmad Malik, Basit Raza, Nauman Qadeer, Nafees Qamar, Sajal Bhatia",Agent-Based Semantic Role Mining for Intelligent Access Control in Multi-Domain Collaborative Applications of Smart Cities,2021,Sensors,MDPI AG,https://doi.org/10.3390/s21134253,,273,2026-05-27 21:14:56,journal-article,10.3390/s21134253,1424-8220,,21,13,4253,4253,9,1.80,2,6,5,"Significance and popularity of Role-Based Access Control (RBAC) is inevitable; however, its application is highly challenging in multi-domain collaborative smart city environments. The reason is its limitations in adapting the dynamically changing information of users, tasks, access policies and resources in such applications. It also does not incorporate semantically meaningful business roles, which could have a diverse impact upon access decisions in such multi-domain collaborative business environments. We propose an Intelligent Role-based Access Control (I-RBAC) model that uses intelligent software agents for achieving intelligent access control in such highly dynamic multi-domain environments. The novelty of this model lies in using a core I-RBAC ontology that is developed using real-world semantic business roles as occupational roles provided by Standard Occupational Classification (SOC), USA. It contains around 1400 business roles, from nearly all domains, along with their detailed task descriptions as well as hierarchical relationships among them. The semantic role mining process is performed through intelligent agents that use word embedding and a bidirectional LSTM deep neural network for automated population of organizational ontology from its unstructured text policy and, subsequently, matching this ontology with core I-RBAC ontology to extract unified business roles. The experimentation was performed on a large number of collaboration case scenarios of five multi-domain organizations and promising results were obtained regarding the accuracy of automatically derived RDF triples (Subject, Predicate, Object) from organizational text policies as well as the accuracy of extracted semantically meaningful roles.",https://www.mdpi.com/1424-8220/21/13/4253/pdf,,q4_crossref_rbac_webapp_core.csv,2
0,Xiaoyang Mao,Research on the Influencing Factors of Rental House Prices,2024,"Transactions on Economics, Business and Management Research",Warwick Evans Publishing,https://doi.org/10.62051/cs0pd728,,7,2026-05-27 21:00:15,journal-article,10.62051/cs0pd728,2960-2254,,10,,146,151,0,0.00,0,1,2,"Since the 1990s, China's real estate market has gradually recovered, and has developed into a large and mature trading market today, as the housing price increase, the demand of housing rental also increases a lot. Based on this this article aims to identify the factors that have an impact on rental price. The method of multi-linear regression is used to analyze the factors with over 10,000 samples in Guangzhou from May 2020 to June 2020 from the website of LianJia, one of the biggest real estate agencies in China. The dataset contains 10 variables in total, this research uses VIF, Pearson correlation coefficient to narrow the variables down to District, Rent Type, Area, Elevator Flag and Buld Floor these five variables and considered that they have a significant linear relationship with rental price. By focusing on these variables this study provides a view of the relationship of demand and supply of China’s renting market.",http://wepub.org/index.php/TEBMR/article/download/3071/3355,,q2_crossref_house_only_fulltext.csv,1
0,"Arvind Nair -, Aryan Sadvelkar -, Sarvesh Damle -, Neha Kudu -",Revolutionizing Student Accommodation: A MERN-Based Rental System For Seamless Property Management,2024,International Journal For Multidisciplinary Research,International Journal for Multidisciplinary Research (IJFMR),https://doi.org/10.36948/ijfmr.2024.v06i03.19547,,241,2026-05-27 21:00:15,journal-article,10.36948/ijfmr.2024.v06i03.19547,2582-2160,,6,3,,,0,0.00,0,4,2,"This web application facilitates the registration of individual homes or apartments to streamline the process of finding ideal rental properties. Users can conveniently search for their next rental in targeted areas through a user-friendly interface. The platform is designed to cater to diverse real estate needs in India, including property buying, selling, and leasing. It serves as a valuable tool for investment by maintaining a comprehensive database of various properties and agent information. Not only does it assist users in accessing updated property information globally, but it also enables agents to manage and update their listings. The platform alleviates the complexities associated with traditional property search methods by offering a simplified online form, minimizing the need for individual agent communication, appointment scheduling, and time coordination",https://www.ijfmr.com/papers/2024/3/19547.pdf,,q2_crossref_house_only_fulltext.csv,1
2,Ze Li,Boston House Price Prediction Based on Machine Leaning Methods,2023,BCP Business &amp; Management,Boya Century Publishing,https://doi.org/10.54691/bcpbm.v38i.4204,,667,2026-05-27 21:00:15,journal-article,10.54691/bcpbm.v38i.4204,2692-6156,,38,,2883,2887,2,0.67,2,1,3,"A significant part of the U.S. economy is real estate and the housing industry. The level of housing prices influences the market's total price level to some extent. Data from Kaggle website is evaluated by using linear regression, random forest regressor and SVM regressor. There are 505 samples and the relationships between aim price with 13 different features. In terms of accuracy of the prediction, the method random forest is best method to predict house price. However, better model like XGboost could be chosen to improve prediction results.",https://bcpublication.org/index.php/BM/article/download/4204/4095,,q2_crossref_house_only_fulltext.csv,1
0,"Avegail L Monteverde, Joshua James S Maderazo, Keyleen Christine M Cruz, NIcko A Magnaye",Web-Based Rental House Smart Finder using Rapid Application Development basis for Evaluation of ISO 205010,2023,International Journal of Metaverse,E-palli,https://doi.org/10.54536/ijm.v1i1.1464,,155,2026-05-27 21:00:15,journal-article,10.54536/ijm.v1i1.1464,2837-2417,,1,1,1,4,0,0.00,0,4,3,"Businesses including the promotion of rental properties, utilized the advantage of using technologies to attract more clients. Most of them use a website to easily advertised their properties online. Hence, there were lots of existing system developed to find hotels and apartments online, without considering other affordable rental houses, such as boarding houses and bed spacers. Aside from that, people in Bansud and Bongabong Oriental Mindoro, can’t easily find a rental house with the reason of lack of details regarding the location of each rental house and couldn’t find an affordable rental house immediately. From that, A Web-Based Rental House Smart Finder using Rapid Application Development basis for Evaluation of ISO 205010 was developed to assist the clients in finding affordable variations of rental houses such as boarding house, dormitories, hotels and others. The system can also provide necessary information of specific rental house properties and even gave an alternative option by providing near rental property listings using kilometer distance. The system can also accept reservation request from the clients. On the other hand, the Rapid Application Development was used in building the project for quick continuous development and testing during the project’s software development lifecycle. The RAD strategy allows to investigate a working model as in front of schedule as could be normal considering the present situation if the frameworks meet the necessities required, and propose imperative changes. The ISO/IEC 25010 software quality standards were applied in the evaluation to determine the functional suitability, performance efficiency, usability, reliability, security, maintainability and portability of the system. The overall mean of the ISO/IEC 25010 evaluation result was 3.67, which was regarded as very effective, indicating that the evaluators were satisfied by giving positive feedback. Some of the evaluators suggested to have a mobile application for accessibility.",https://journals.e-palli.com/home/index.php/ijm/article/download/1464/624,,q2_crossref_house_only_fulltext.csv,1
2,"Mthobisi Nhlabathi, Freddy Marilahimbilu Mgiba, Neo Ligaraba","Social Media Marketing Attributes, Sandton’s Rental Market Brand Image, and the Millennials’ Rental Preference: An Empirical Study",2022,Real Estate Management and Valuation,Walter de Gruyter GmbH,https://doi.org/10.2478/remav-2022-0004,,76,2026-05-27 21:00:15,journal-article,10.2478/remav-2022-0004,2300-5289,,30,1,34,52,2,0.50,1,3,4,"Abstract: A good image of millennials’ residential rental space is an important issue. This image can be impacted by the available telecommunication technology. Social media marketing can, therefore, be an important marketing tool to achieve it. Many studies have shown that a good brand image positively impacts brand preference. This study quantitatively investigated the impact of social media attributes of trendiness, entertainment, customization, information, interaction on Sandton’s rental market’s brand image, and the relationship between this image and millennials’ rental preference. Data were collected from millennials who have lived, live or intend to live in Sandton. Structural equation modeling was employed for data analysis. The findings of the study are that entertainment, customization, and information positively impact Sandton’s image and that trendiness and interactions do not. Also, the image of Sandton’s rental market has a positive influence on the millennials’ preferences as to rental housing. The outcomes will find application for both academics and management practice as will be shown below.",https://reference-global.com/pdf/10.2478/remav-2022-0004,,q2_crossref_house_only_fulltext.csv,1
1,"Diego de Jaureguizar Cervera, Diana C. Pérez-Bustamante Yábar, Javier de Esteban Curiel",Factors affecting short-term rental first price: A revenue management model,2022,Frontiers in Psychology,Frontiers Media SA,https://doi.org/10.3389/fpsyg.2022.994910,,412,2026-05-27 21:00:15,journal-article,10.3389/fpsyg.2022.994910,1664-1078,,13,,,,1,0.25,0,3,4,"The aim of this paper is to conduct a revenue management study, generating a theoretical model that establishes the relationship between the factors of a Short-Term Rental apartment offered on the Airbnb marketplace or similar and its optimal rental price set when the property is first put on the market, considering not only the characteristics defined in the platform listing but also the sociodemographic characteristics of the area in which the apartment is located. The research process was structured in six phases as case study for the technology transfer model. First, research planning was conducted to estimate the time, cost, and suitability of the research topic. Second, the study design was determined to establish a technology transfer model focusing on the theory of mixed revenue management. Third, data collection about the city of Madrid was extracted from two technological databases, namely",https://www.frontiersin.org/articles/10.3389/fpsyg.2022.994910/full,,q2_crossref_house_only_fulltext.csv,1
53,"Maomao Chi, Meiyu Pan, Rui Huang",Examining the direct and interaction effects of picture color cues and textual cues related to color on accommodation-sharing platform rental purchase,2021,International Journal of Hospitality Management,Elsevier BV,https://doi.org/10.1016/j.ijhm.2021.103066,,578,2026-05-27 21:00:15,journal-article,10.1016/j.ijhm.2021.103066,0278-4319,,99,,103066,103066,53,10.60,18,3,5,,https://api.elsevier.com/content/article/PII:S0278431921002097,,q2_crossref_house_only_fulltext.csv,1
0,"Iin Istiyah, Nurul Wulandari Putri",Implementation of User Transaction Services Via E-Money Id-Card as a Means of Payment Transactions (Case Study of the Muhammadiyah Zaenab Masykur Islamic boarding school),2024,"International Journal of Economics, Business Management and Accounting (IJEBMA)",PT Multitech Bintang Asia,https://doi.org/10.59890/ijebma.v6i2.2307,,569,2026-05-27 21:10:36,journal-article,10.59890/ijebma.v6i2.2307,3032-6028,,6,2,255,262,0,0.00,0,2,2,"Advances in the financial and banking system in the economy have been able to shift payment methods from using cash to non-cash forms. E-money is currently popular among all groups, including Islamic boarding schools. The aim of this research is to find out how to implement the use of e-money ID-cards at the Zaenab Masykur Islamic boarding school, Adiwerna. This research uses qualitative methods with data sources coming from interviews and observations. The results of this research show that the use of a manual payment system is felt to be less effective so that e-money becomes a solution to simplify transactions, record and report more quickly and practically. The e-money ID-card is included in the open loop category because it functions as a means of payment, it is a chip based registered type because the user's identity and the value of the money in it are recorded on the holder’s card and registerd. Understanding of technology and concerns about system security as well as limitations in the use of T-cards which can only be used in Islamic boarding schools are challenges in using e-money at Islamic boarding school Zaenab Masykur   ",https://journal.multitechpublisher.com/index.php/ijebma/article/download/2307/2382,,q3_crossref_house_txn_fulltext.csv,0
3,"Appau Williams Miller, Fauster Agbenyo, Royal Mabakeng Menare",Tenant management under COVID-19 pandemic season among informal settlement rental housing in Ghana,2021,"Housing, Care and Support",Emerald,https://doi.org/10.1108/hcs-02-2021-0005,,629,2026-05-27 21:00:15,journal-article,10.1108/hcs-02-2021-0005,1460-8790,,24,1,26,38,3,0.60,1,3,5,"Purpose: The purpose of this study is to evaluate the roles of landlords in tenant management during COVID-19 pandemic season among informal settlement neighbourhoods in urban Ghana. Design/methodology/approach: This study used a mixed methods research approach and foregrounds the discussions of the results with the social roles theory. Using the quota sampling procedure, this study used 467 semi-structured interviews of tenants from five old informal settlement neighbourhoods in urban Ghana. This study adopted the thematic analytical technique in the results section. Findings: This study uncovered that landlords perform a gate-keeping social relationship role in ensuring tenant safety during the COVID-19 pandemic season through the provision of security, care and support, discipline, hard work, morale building to accountability. However, this study found that most landlords do not provide tenancy agreements to tenants which strained some social relationships in tenant management. Originality/value: The application of social roles theory in this study provides a cutting-edge approach to the study of welfare of tenants living in informal settlement housing units during periods of pandemic. This study practically provides a participatory approach to analysing and discussing the roles of landlords in tenant management and proffering solutions for formalisation of these roles in housing policies in Ghana.",https://www.emerald.com/insight/content/doi/10.1108/HCS-02-2021-0005/full/html,,q2_crossref_house_only_fulltext.csv,0
0,"Kusnana Kusnana, Prayoga Gymnastiar, Beny Riswanto",Analisis Kerentanan Insecure Direct Object Reference (IDOR) dan Broken Access Control pada Aplikasi Invoice Berbasis Web,2025,Digital Transformation Technology,Information Technology and Science (ITScience),https://doi.org/10.47709/digitech.v5i2.6948,,480,2026-05-27 21:14:56,journal-article,10.47709/digitech.v5i2.6948,2807-9000,,5,2,106,114,0,0.00,0,3,1,"Keamanan aplikasi web merupakan aspek krusial dalam melindungi data sensitif pengguna sekaligus menjaga kepercayaan terhadap layanan digital. Seiring meningkatnya pemanfaatan aplikasi berbasis web, risiko serangan siber juga semakin kompleks, terutama terkait kontrol akses dan kerahasiaan data. Penelitian ini bertujuan untuk mengidentifikasi serta menganalisis kerentanan keamanan pada aplikasi invoice berbasis web dengan alamat https://invoice.masdzikry.com. Metode penelitian menggunakan pendekatan eksperimen melalui penetration testing, dengan bantuan Burp Suite untuk melakukan manipulasi permintaan (request), analisis parameter, serta pengujian bypass otorisasi. Hasil pengujian mengungkapkan dua kerentanan utama yang bersifat kritis. Pertama, Insecure Direct Object Reference (IDOR), di mana pengguna biasa dapat mengakses faktur milik pengguna lain hanya dengan memodifikasi parameter id pada endpoint /invoices/{id}. Kedua, Broken Access Control yang disertai dengan Sensitive Data Exposure, ditemukan melalui penyisipan header X-Original-Url yang memungkinkan pengguna tanpa hak istimewa memperoleh akses tidak sah ke halaman administratif serta data sensitif administrator. Kedua temuan ini memiliki tingkat risiko tinggi menurut klasifikasi OWASP, karena berpotensi menyebabkan kebocoran data finansial, penyalahgunaan akses, hingga pengambilalihan akun. Berdasarkan temuan tersebut, penelitian ini merekomendasikan penerapan kontrol otorisasi berbasis peran (Role-Based Access Control), validasi parameter di sisi server, penonaktifan header manipulatif, serta penerapan logging, monitoring, dan audit keamanan secara berkala sesuai dengan standar OWASP Application Security Verification Standard (ASVS). Implementasi langkah-langkah mitigasi ini diharapkan dapat meningkatkan ketahanan aplikasi terhadap ancaman eksploitasi dan memperkuat kepercayaan pengguna terhadap sistem.",https://itscience.org/jurnal/index.php/digitech/article/download/6948/5063,,q4_crossref_rbac_webapp_core.csv,-1
0,"JengHann Chen, Kuo-Chung Wen, YuTuan Chang",Analysis of the “rental housing subsidy policy” in Taiwan by the transaction costs theory,2023,Journal of Computational Methods in Sciences and Engineering,European Society of Computational Methods in Sciences and Engineering,https://doi.org/10.3233/jcm-226492,,173,2026-05-27 21:10:36,journal-article,10.3233/jcm-226492,1472-7978,,23,2,975,993,0,0.00,0,3,3,"The transaction costs theory has been widely used in all business activities related to “transaction costs” since it was proposed by Ronald Coase in 1937. Before firms choose to enter the market, “transaction costs” will inevitably occur, which affects benefits. The rental housing market is a commercial market, and any external intervention will affect the resource allocation of this industry. This study explores the effects of the subsidies of the “rental housing subsidy policy” in Taiwan on the objectives of the rental housing policy by the transaction costs theory. This empirical study proves that policy objectives cannot be achieved by fixed and equal subsidy models, and expects to provide a basic theoretical framework that can serve as a reference when measuring the application of transaction costs to the policy subsidy model.",https://content.iospress.com/download?id=10.3233/JCM-226492,,q3_crossref_house_txn_fulltext.csv,-2
0,"Rully Sandy Pratama, Ivan Dwi Fibrian, Mohamad Ali Murtadho",Sistem Informasi Manajemen Rental PS dengan Fitur Reservasi (Studi kasus: Rossy Game House Mojokerto),2025,Jurnal Tekno Kompak,Universitas Teknokrat Indonesia,https://doi.org/10.33365/jtk.v19i2.245,,82,2026-05-27 21:00:15,journal-article,10.33365/jtk.v19i2.245,2656-3525,,19,2,331,342,0,0.00,0,3,1,"Permintaan terhadap layanan rental PlayStation (PS) terus mengalami peningkatan seiring dengan tingginya minat masyarakat terhadap hiburan digital. Rental PS dipilih sebagai objek penelitian karena banyak pelaku usaha di bidang ini masih menggunakan sistem manajemen secara manual, seperti pencatatan pemesanan di buku tulis atau file spreadsheet sederhana, serta konfirmasi reservasi yang dilakukan melalui komunikasi langsung seperti telepon atau pesan singkat. Cara kerja ini rentan terhadap kesalahan pencatatan, duplikasi data, hilangnya data penting, dan menyulitkan dalam pelacakan riwayat transaksi. Penelitian ini bertujuan untuk merancang dan mengembangkan sistem informasi manajemen rental PS berbasis web yang dilengkapi dengan fitur reservasi online. Pengembangan sistem dilakukan dengan metode pengembangan Waterfall yang mencakup tahap analisis kebutuhan, perancangan, implementasi, pengujian, dan pemeliharaan. Sistem yang dibangun menyediakan fitur seperti registrasi dan login pengguna, pemesanan PS secara daring, pengelolaan data oleh admin, serta pemantauan aktivitas reservasi secara real-time. Hasil implementasi menunjukkan bahwa sistem dapat membantu pelaku usaha dalam mengelola data dengan lebih terstruktur, mempercepat proses reservasi, dan memberikan kemudahan bagi pelanggan dalam mengakses layanan. Dengan demikian, sistem ini menjadi solusi digital yang mampu menjawab tantangan pengelolaan rental PS di era teknologi saat ini.",https://publikasi.teknokrat.ac.id/index.php/teknokompak/article/download/245/142,,q2_crossref_house_only_fulltext.csv,-4
